SO51083|20121228|222
SO51083|20121228|234
SO51083|20121228|465
SO51083|20121228|225
SO51083|20121228|471
SO51084|20121228|559
SO51084|20121228|552
SO51091|20121228|484
SO51091|20121228|472
SO51106|20121228|585
SO51106|20121228|558
SO51106|20121228|555
SO51106|20121228|559
SO51106|20121228|571
SO51106|20121228|561
SO51106|20121228|576
SO51109|20121228|222
SO51109|20121228|214
SO51109|20121228|564
SO51109|20121228|523
SO51109|20121228|568
SO51109|20121228|463
SO51109|20121228|465
SO51109|20121228|506
SO51109|20121228|572
SO51109|20121228|225
SO51109|20121228|217
SO51109|20121228|231
SO51109|20121228|483
SO51109|20121228|570
SO51109|20121228|487
SO51109|20121228|490
SO51109|20121228|477
SO51109|20121228|234
SO51109|20121228|502
SO51109|20121228|554
SO51109|20121228|488
SO51109|20121228|237
SO51109|20121228|471
SO51109|20121228|499
SO51109|20121228|472
SO51109|20121228|579
SO51109|20121228|467
SO51109|20121228|503
SO51109|20121228|565
SO51109|20121228|522
SO51109|20121228|491
SO51109|20121228|500
SO51126|20121228|503
SO51126|20121228|586
SO51126|20121228|502
SO51126|20121228|561
SO51126|20121228|579
SO51126|20121228|576
SO51126|20121228|492
SO51126|20121228|564
SO51126|20121228|572
SO51126|20121228|573
SO51126|20121228|566
SO51126|20121228|570
SO51126|20121228|562
SO51126|20121228|574
SO51126|20121228|506
SO51126|20121228|568
SO51126|20121228|499
SO51126|20121228|560
SO51126|20121228|577
SO51131|20121228|490
SO51131|20121228|488
SO51131|20121228|500
SO51131|20121228|217
SO51131|20121228|574
SO51131|20121228|561
SO51131|20121228|496
SO51131|20121228|576
SO51131|20121228|222
SO51131|20121228|497
SO51131|20121228|494
SO51131|20121228|472
SO51131|20121228|569
SO51131|20121228|499
SO51131|20121228|225
SO51131|20121228|493
SO51131|20121228|566
SO51131|20121228|492
SO51131|20121228|564
SO51131|20121228|483
SO51131|20121228|579
SO51131|20121228|572
SO51131|20121228|586
SO51131|20121228|234
SO51131|20121228|465
SO51131|20121228|487
SO51131|20121228|491
SO51131|20121228|568
SO51131|20121228|471
SO51131|20121228|506
SO51131|20121228|498
SO51131|20121228|560
SO51131|20121228|573
SO51131|20121228|214
SO51131|20121228|565
SO51131|20121228|484
SO51138|20121228|586
SO51138|20121228|561
SO51138|20121228|579
SO51139|20121228|495
SO51146|20121228|500
SO51146|20121228|561
SO51146|20121228|564
SO51146|20121228|577
SO51146|20121228|576
SO51148|20121228|568
SO51148|20121228|560
SO51148|20121228|569
SO51148|20121228|552
SO51148|20121228|559
SO51148|20121228|555
SO51150|20121228|552
SO51169|20121228|472
SO51169|20121228|564
SO51169|20121228|487
SO51169|20121228|237
SO51169|20121228|561
SO51169|20121228|586
SO51169|20121228|480
SO51169|20121228|500
SO51169|20121228|222
SO51169|20121228|477
SO51169|20121228|471
SO51169|20121228|225
SO51169|20121228|490
SO51169|20121228|217
SO51169|20121228|465
SO51169|20121228|231
SO51169|20121228|488
SO51169|20121228|573
SO51169|20121228|491
SO51169|20121228|234
SO51169|20121228|568
SO51704|20130128|225
SO51704|20130128|217
SO51704|20130128|471
